2025-07-08 14:40:56,442 - GeneRegulationLogger - INFO - === 训练开始 ===
2025-07-08 14:40:56,442 - GeneRegulationLogger - INFO - 配置参数并加载数据
2025-07-08 14:40:56,696 - GeneRegulationLogger - INFO - === 阶段1：三视图对比预训练 (5000轮) ===
2025-07-08 14:40:57,089 - GeneRegulationLogger - INFO - [Epoch 1] 新最佳损失: 6.9845 | 模型已保存
2025-07-08 14:40:57,115 - GeneRegulationLogger - INFO - [Epoch 2] 新最佳损失: 6.9638 | 模型已保存
2025-07-08 14:40:57,142 - GeneRegulationLogger - INFO - [Epoch 3] 新最佳损失: 6.9386 | 模型已保存
2025-07-08 14:40:57,166 - GeneRegulationLogger - INFO - [Epoch 4] 新最佳损失: 6.9143 | 模型已保存
2025-07-08 14:40:57,191 - GeneRegulationLogger - INFO - [Epoch 5] 新最佳损失: 6.8884 | 模型已保存
2025-07-08 14:40:57,217 - GeneRegulationLogger - INFO - [Epoch 6] 新最佳损失: 6.8553 | 模型已保存
2025-07-08 14:40:57,244 - GeneRegulationLogger - INFO - [Epoch 7] 新最佳损失: 6.8095 | 模型已保存
2025-07-08 14:40:57,272 - GeneRegulationLogger - INFO - [Epoch 8] 新最佳损失: 6.7333 | 模型已保存
2025-07-08 14:40:57,300 - GeneRegulationLogger - INFO - [Epoch 9] 新最佳损失: 6.6610 | 模型已保存
2025-07-08 14:40:57,329 - GeneRegulationLogger - INFO - [Epoch 10] 新最佳损失: 6.5819 | 模型已保存
2025-07-08 14:40:57,359 - GeneRegulationLogger - INFO - [Epoch 11] 新最佳损失: 6.4195 | 模型已保存
2025-07-08 14:40:57,391 - GeneRegulationLogger - INFO - [Epoch 12] 新最佳损失: 6.2524 | 模型已保存
2025-07-08 14:40:57,423 - GeneRegulationLogger - INFO - [Epoch 13] 新最佳损失: 6.0620 | 模型已保存
2025-07-08 14:40:57,454 - GeneRegulationLogger - INFO - [Epoch 14] 新最佳损失: 5.8911 | 模型已保存
2025-07-08 14:40:57,486 - GeneRegulationLogger - INFO - [Epoch 15] 新最佳损失: 5.6887 | 模型已保存
2025-07-08 14:40:57,518 - GeneRegulationLogger - INFO - [Epoch 16] 新最佳损失: 5.5259 | 模型已保存
